Duplas de Medicamentos;;;;;
Insulina;Gatifloxacino;Risco de hipoglicemia grave, refratária e coma hipoglicêmico. Pode ocorrer cefaléia, tonturas, sonolência, náuseas, tremores, fraqueza, fome, transpiração excessiva, e palpitações;Grave;Não especificado;O uso de gatifloxacina é contra-indicado em pacientes com diabetes mellitus. Monitorar níveis de glicose no sangue. Se hipo ou hiperglicemia ocorrer durante a terapia quinolonas, os pacientes devem iniciar a terapia corretiva apropriada de imediato e suspender o antibiótico.
Insulina;"Oligoelementos (cromo,cobre,
manganês, zinco)";?efeito hipoglicemiante;Moderada;Não especificado;Administrar com precaução. Monitorar glicemia.
Lidocaína;Octreotida;"? freqüência cardíaca e ? risco de
bradicárdias";Moderada;"Não
especificado";Monitorar freqüência cardíaca e a pressão arterial.
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Lidocaína;Saquinavir;"? concentração da lidocaína. Pode ocorrer sonolência, alterações do estado mental, bradicardia e
hipotensão.";Grave;Não especificado;"Contra-indicado o uso concomitante devido risco de toxicidade da lidocaína; Aprazamento entre a administração não é recomendado."
Lidocaína;Tramadol;Aumenta risco de convulsões;Grave;"Não
especificado";"Monitorar paciente quanto ao risco de crises convulsivas.
Evitar terapia combinada."
Lidocaína;"Atenolol/ Metoprolol/
Propranolol";"Pode ocorrer sonolência, alterações do estado mental, bradicardia e
hipotensão.";Moderada;Não especificado;Se houver suspeita de toxicidade, a infusão de lidocaína deve ser reduzida, tanto quanto possível.
Linezolida;"Norepinefrina/
Epinefrina";"? efeito vasopressórico da
noradrenalina/adrenalina";Grave;Rápido;O uso concomitante deve ser evitado.
Linezolida;Amitriptilina/ Clomipramina;"Hipertermia; espasmo muscular; crises convulsivas; crise hipertensiva";Grave;Rápido;O uso concomitante deve ser evitado.
Metformina;Captopril;Redução da glicemia;"Não
especificado";"Não
especificado";Monitorar glicemia.
Metformina;"Propranolol/
Carvedilol";"Hiperglicemia ou Hipoglicemia;
Hipertensão";"Não
especificado";"Não
especificado";Monitorar glicemia e pressão arterial.
Metoclopramida;Ciclosporina;"? efeito terapêutico da ciclosporina
(imunossupressão)";Moderada;"Não
especificado";Considerar modificação na terapia ou ajuste de dose.
Metoclopramida;Tramadol/ Midazolam/ Morfina;?  efeitos sedativos;Não especificado;Não especificado;Monitorar terapia.
Metoclopramida;Paracetamol;?  risco de hepatotoxicidade;"Não
especificado";"Não
especificado";"Considerar modificação da terapia. Monitorar aumento
de transaminases (ALT/AST)."
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Metronidazol;Varfarina;? risco hemorrágico;Grave;Não especificado;"Monitorar tempo de protrombina (TAP); Monitorar aumento das evidências de hemorragia (dor, inchaço, dor de cabeça, tontura, fraqueza, sangramento prolongado de cortes, aumento do fluxo menstrual, sangramento vaginal, sangramento nasal, sangramento de gengivas de escovar o sangramento, ou nódoas negras , fezes urina vermelha ou marrom ); Considerar modificação na terapia; Quando a terapia se faz necessária considerar ajuste de dose (redução empirica de aproximadamente um terço do anticoagulante)."
Metronidazol;Dissulfiram;?Risco de reações psicóticas agudas;Moderada;Demorado;"Evitar uso concomitante. Se uso extremamente necessário, monitorar ocorrencia de toxicidade grave do SNC (psicoses agudas, confução mental, alucinações e/ou
delírios)."
Metronidazol;Ciclosporina;"? efeito terapêutico da ciclosporina
(imunossupressão)";Moderada;"Não
especificado";"Monitorar creatinina. Considerar modificação na terapia
ou ajuste de dose."
Miconazol/ Cetoconazol/ Itrazonazol;"Hidrocortisona/ Dexametasona/ Metilprednisolona/
Betametasona";? efeitos terapêuticos e tóxicos dos corticosteróides;Moderada;Não especificado;Observar ocorrência de efeitos tóxicos (edema por retenção de líquidos, cicatrização prejudicada de feridas, petéquias e equimoses).
Miconazol/ Cetoconazol/ Itrazonazol;Midazolam/ Diazepam/ Clonazepam;? das concentrações e toxicidade dos benzodiazepínicos (sedação excessiva e efeitos hipnóticos prolongados);Moderada;Rápido;Monitorar aumento dos efeitos tóxicos dos benzodiazepínicos. Considerar redução de dose dos benzodiazepínicos.
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Miconazol/ Cetoconazol/ Itrazonazol;Anlodipino/ Nifedipino/ Nimodipino/ Diltiazem/ Verapamil;? efeitos terapêuticos e tóxicos do anlodipino;Moderada;Não especificado;"Monitorar o aumento dos efeitos terapêuticos (hipotensão arterial) e tóxicos (fadiga; edema; alterações do ritmo cardíaco)."
Miconazol/ Cetoconazol/ Itrazonazol;Sinvastatina/ Pravastatina;? do efeito adverso da sinvastatina/pravastatina: Rabdomiólise (destruição muscular);Moderada;Não especificado;Observar ocorrência de sinais e sintomas de rabdomiólise e monitorar níveis de Creatina-fosfoquinase sérica (CK).
"Miconazol/ Cetoconazol/
Itrazonazol";Sildenafil;? dos efeitos tóxicos do sildenafil;Moderada;Não especificado;Observar ocorrência de efeitos tóxicos como cefaléia, rubor, taquicardia e visão turva.
"Miconazol/ Cetoconazol/ Itrazonazol/
Voriconazol";Varfarina;? risco de sangramento;Moderada;Demorado;Monitorar tempo de protrombina (TAP) e aumento das evidências de sangramento.
Midazolam;Claritromicina;? efeitos sedativos e hipnóticos;Moderada;"Não
especificado";Monitorar terapia.
Midazolam;Diltiazem/ Verapamil;? efeitos sedativos e hipnóticos;Moderada;"Não
especificado";Monitorar terapia.
Midazolam;Lopinavir/ Atazanavir/ Ritonavir;? efeitos sedativos e hipnóticos;Moderada;Não especificado;Monitorar terapia.
"Midazolam/ Diazepam/
Clonazepam";Carbamazepina;? efeitos do Midazolam (sedação e indução anestésica);Moderada;Não especificado;Monitorar terapia.
Nitroglicerina;Sildenafil;? vasodilatação periférica;Grave;"Não
especificado";"Uso deve ser evitado. Caso seja necessário, administrar
com intervalo de 48 horas."
Noradrenalina/ Adrenalina;Clorpromazina;? efeito arritmogênico noradrenalina/adrenalina;Grave;Rápido;"Evitar o uso concomitante de noradrenalina e clorpromazina. Observar existência de arritmias
ventriculares e redução de efeitos pressóricos."
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Noradrenalina/ Adrenalina;Amitriptilina;? efeito vasopressórico da noradrenalina/adrenalina;Grave;Rápido;"Evitar o uso concomitante. Monitorar o paciente observando efeitos simpatomiméticos (aumento de pressão arterial; dor torácica e cefaléia).          Recomenda-
se redução de dose."
Noradrenalina/ Adrenalina;"Atenolol/ Metoprolol/
Propranolol";? efeito vasopressórico da noradrenalina/adrenalina;Moderada;Rápido;Monitorar a terapia. Observar aumento de efeitos pressóricos.
Noradrenalina/ Adrenalina;Antiácidos (Carbonato de Cálcio/ Bicarbonato de sódio/ Hidróxido de alumínio);? pressão arterial e vasoconstrição;Moderada;Não especificado;Monitorar o paciente.
Noradrenalina/ Adrenalina;Bromocriptina;"? efeito adverso/tóxico da bromocriptina (? da pressão arterial; arritmias ventriculares e
crises convulsivas)";Grave;Não especificado;Monitorar o apareciemnto dos efeitos tóxicos.
"Noradrenalina/
Adrenalina";Metildopa;? pressão arterial e vasoconstrição;Moderada;"Não
especificado";Monitorar o paciente. Ajuste de dose se necessário.
"Noradrenalina/
Adrenalina";Linezolida;"? efeito vasopressórico da
noradrenalina/adrenalina";Grave;Rápido;"Monitorar terapia, observando aumento da resposta
pressórica."
Omeprazol;Carbamazepina;"?os efeitos terapêuticos do
Omeprazol";Moderada;"Não
especificado";Monitorar a terapia.
Omeprazol;Clopidogrel;"? do efeito anticoagulante do clopidogrel: risco de infarto do miocárdio, acidente vascular
cerebral isquêmico";Grave;Não especificado;"Deve-se evitar o uso concomitante. Se gastroproteção é necessária, antagonistas dos receptores H2 ou antiácidos devem ser prescritos sempre que possível (por exemplo,
ranitidina)."
Omeprazol;Fenitoína;"Ataxia, hiperreflexia, nistagmo e
tremores";Moderada;Demorado;Considerar alteração de um dos medicamentos.
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Omeprazol;Varfarina;? do RNI e potencialização do efeito (risco de hemorragia);Moderada;Demorado;Monitorar o RNI, e considerar redução da dose de varfarina quando necessário. Acompanhamento do TAP.
Omeprazol;Sulfato ferroso (oral);?  absorção de ferro;Moderada;Não especificado;"Os pacientes com deficiência de ferro pode não responder adequadamente à terapia de reposição oral de ferro durante a administração concomitante de inibidores da bomba de prótons. Considerar a administração de
ferro parenteral."
Omeprazol;Digoxina;"Náusea, vômito e arritmia
(toxicidade pela digoxina)";Leve;Rápido;Monitorar a terapia.
Omeprazol;Sinvastatina/ Pravastatina;? do efeito adverso da sinvastatina/pravastatina: Rabdomiólise (destruição muscular);Moderada;Não especificado;Monitorar a terapia e níveis de Creatina-fosfoquinase sérica (CK).
Omeprazol;Metotrexato;? efeitos tóxicos do metotrexato (pode ocorrer depressão da medula óssea, náuseas, vômito, diarréia,erupções cutâneas eritematosas,dispnéia, dor torácica, neurotoxicidade);Moderada;Não especificado;Tratamento com omeprazol deve preferencialmente ser interrompido alguns dias antes da administração de metotrexato. Se o uso concomitante for necessário, os clínicos devem considerar o potencial de interação e acompanhar de perto os sinais de toxicidade. Uso de um antagonista H2 (por exemplo, ranitidina) pode também ser uma alternativa adequada.
Omeprazol;"Diazepam/ Clonazepam/
Midazolam";Prolonga o efeito sedativo e ataxia;Moderada;Não especificado;Monitorar a terapia.
Omeprazol v.o.;Cetoconazol/ Itraconazol/ Voriconazol;?o efeito terapêutico dos antifúngicos;Moderada;Rápido;Os pacientes que já estão recebendo doses de omeprazol 40 mg / dia ou mais devem ter a dose reduzida para metade no início da terapêutica com antifúngicos.
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Omeprazol v.o.;Atazanavir;?o efeito terapêutico do Atazanavir;Grave;Rápido;"Contra-indicado o uso concomitante devido risco de redução da eficácia do Atazanavir; Aprazamento entre a administração não é recomendado."
Paracetamol;Fenitoína/ Fenobarbital;"? efeito terapêutico do paracetamol e aumenta risco de
dano hepático";Moderada;Não especificado;Monitorar diminuição dos efeitos terapêuticos e hepatotoxicidade.
Paracetamol;Isoniazida;? toxicidade do Paracetamol;Moderada;"Não
especificado";"Monitorar o paciente e considerar a utilização de outro
analgésico/ antipirético."
Paracetamol;Varfarina;? efeito anticoagulante da Varfarina e ? RNI;Moderada;Demorado;"Monitorar o ? dos efeitos terapêuticos dos anticoagulantes e limitar o uso de Paracetamol a
1,3g/dia. Acompanhamento do TAP."
Piperacilina + Tazobactan;Amicacina/ Gentamicina;? efeitos terapêuticos dos Aminoglicosídeos (inativação);Moderada;Não especificado;"Não misturar os antibióticos na mesma solução de infusão e nem administrar simultaneamente no mesmo
catéter (inativação dos Aminoglicosídeos)."
Piperacilina + Tazobactan;Metotrexato;sinais e sintomas de toxidade do Metotrexato;Moderada;Não especificado;"Monitorar efeitos tóxicos: neurotoxicidade, hepatotoxicidade, depleção de medula óssea,
manifestações dermatológicas e outros."
"Piperacilina +
Tazobactan";Doxiciclina;"? efeitos terapêuticos da
Piperacilina + Tazobactan";Grave;"Não
especificado";"Administrar os medicamentos com intervalo de pelo
menos duas horas."
Piridoxina;Levodopa;? efeitos terapêuticos da levodopa;Moderada;Não especificado;"O uso concomitante de piridoxina e levodopa sem inibidores da dopa-descarboxilase (carbidopa) devem ser
evitados."
"Pirimetamina/
Hidroxicloroquina";Clorpromazina;"? efeitos adversos/tóxicos da
Clorpromazina";Moderada;"Não
especificado";Monitorar efeitos tóxicos (sedação e sonolência).
Polaramine® (Dexclorfeniramina);Clorpromazina;Risco de arritmias cardíacas;Grave;Rápido;O uso concomitante deve ser evitado.
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Polimixina B;Atracúrio/ Pancurônio / Suxametônio;? efeito bloqueador neuromuscular do atracúrio/pancurônio - Paralisia da musculatura respiratória;Grave;Não especificado;Evitar uso concomitante. Monitorar função respiratória.
Polimixina B;"Amicacina/
Gentamicina";"? risco de paralisia respiratória e
disfunção renal";Grave;"Não
especificado";O uso concomitande é contra-indicado.
Propranolol/ Metoprolol;Hidroxicloroquina;? efeito hipotensor do propranolol/metoprolol;Moderada;Não especificado;"Monitorar pressão arterial. Considerar ajuste de dose ou troca por beta-bloqueador não interagente. Exceção:
Atenolol"
Propranolol/ Metoprolol;Clorpromazina;"Hipotensão ortostática; delírios; crises convulsivas; hipotensão arterial.";Moderada;Não especificado;Monitorar pressão arterial e ocorrência de outros sintomas (delírios e crises convulsivas). Considerar troca por beta-bloqueador não interagente. Exceção: Atenolol.
Propranolol/ Metoprolol;AINEs: Diclofenaco/ Ibuprofeno/ Naproxeno;? efeito anti-hipertensivo dos beta- bloqueadores (propranolol/metoprolol);Moderada;Não especificado;Monitorar pressão arterial.
"Ranitidina/
Cimetidina";"Cetoconazol/
Itraconazol";? absorção do antifúngico;Moderada;Rápido;Considerar uso de antifúngico não interagente.
Ranitidina/ Cimetidina;Atazanavir/ Lopinavir/ Ritonavir;? efeitos terapêuticos dos antivirais;Grave;Rápido;Considerar ajuste de dose.
"Ranitidina/
Cimetidina";Cefuroxima;? absorção da Cefuroxima;Moderada;"Não
especificado";"Considerar aprazamento entre os medicamentos
(intervalo minimo de 2 horas entre as doses)."
Salbutamol;Atenolol/ Metoprolol;? efeito bradicárdico do Salbutamol;Moderada;"Não
especificado";"Monitorar terapia, principalmente quando beta
bloqueador estiver em altas doses."
Salbutamol;Hidroclorotiazida;? efeito hipocalêmico do diurético;Moderada;"Não
especificado";"Monitorar níveis séricos de potássio e problemas na
condução cardíaca."
Salbutamol;Furosemida;? efeito hipocalêmico do diurético;Moderada;"Não
especificado";"Monitorar níveis séricos de potássio e problemas na
condução cardíaca."
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Sinvastatina;Claritromicina;? risco de rabdomiólise;Moderada;Não especificado;Observar sinais e sintomas de rabdomiólise. Monitorar níveis de Creatina-fosfoquinase sérica (CK). Considerar modificação da terapia. Azitromicina pode ser usada com segurança e a Pravastatina tem menor risco de causar rabdomiólise.
Sinvastatina;Diltiazem/ Verapamil;? risco de rabdomiólise;Grave;Rápido;"Evitar uso concomitante. Se uso concomitante necessário, monitorar ocorrência de toxicidade (miosite, rabdomiólise). Monitorar níveis de Creatina-fosfoquinase sérica (CK). Pravastatina tem menor risco de causar
rabdomiólise."
Sinvastatina;Ciclosporina;? risco de rabdomiólise;Grave;Não especificado;Monitorar ocorrência de toxicidade (miosite, fraqueza muscular, rabdomiólise). Monitorar níveis de Creatina- fosfoquinase sérica (CK). Pravastatina tem menor risco de causar rabdomiólise.
Sinvastatina;Rifampicina;? efeitos terapêuticos da Sinvastatina;Grave;Demorado;"Na terapia a longo prazo, risco de fracasso terapêutico.
Considerar uso de outro agente antilipêmico não interagente. Exceção: Rosuvastatina."
Sinvastatina;Diclofenaco;? risco de rabdomiólise;Grave;"Não
especificado";"Considerar o uso de AINE não interagente ou antilipêmico
de baixo risco como a Pravastatina."
Sinvastatina;Fenitoína;? efeitos terapêuticos da Sinvastatina;Moderada;Demorado;Evitar uso concomitante. Monitorar redução dos efeitos terapêuticos da Sinvastatina. Exceção: Rosuvastatina.
Sinvastatina;Atazanavir/ Lopinavir/ Ritonavir;? risco de rabdomiólise;Grave;Não especificado;Evitar uso concomitante (contra-indicado). Monitorar ocorrência   rabdomiólise. Monitorar níveis de Creatina- fosfoquinase sérica (CK). Pravastatina tem menor risco de causar rabdomiólise.
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Sinvastatina;Sildenafil;? risco de rabdomiólise;Moderada;Rápido;Monitorar ocorrência   rabdomiólise. Monitorar níveis de Creatina-fosfoquinase sérica (CK). Pravastatina tem menor risco de causar rabdomiólise.
"Sulfadiazina/ Sulfametoxazol +
Trimetoprima";Ciclosporina;? efeito nefrotóxico da ciclosporina e ? efeitos terapêuticos;Moderada;Não especificado;Monitorar função renal e diminuição dos efeitos terapêuticos.
"Sulfadiazina/ Sulfametoxazol +
Trimetoprima";Varfarina;? efeito anticoagulante (risco hemorrágico);Moderada;Rápido;Monitorar ? TAP e sinais de hemorragia
"Sulfadiazina/ Sulfametoxazol +
Trimetoprima";Fenitoína;? efeitos tóxicos da Fenitoína;Moderada;Demorado;Monitorar ocorrência de efeitos tóxicos (depressão do SNC, nistagmo, vertigem, sonolência, ataxia)
"Sulfadiazina/ Sulfametoxazol +
Trimetoprima";Metrotexato;? efeitos adversos/ tóxicos do Metrotexato;Grave;Não especificado;"Evitar uso concomitante. Se uso concomitante necessário, monitorar ocorrência de toxicidade
(supressão da medula óssea)"
Sulfato de Magnésio;Anlodipino/ Nifedipino/ Nimodipino/ Diltiazem/ Verapamil;Hipotensão arterial;Grave;Rápido;Considerar modificação na terapia. Monitorar Magnésio sérico. Pacientes de alto risco: comprometimento renal e administração parenteral de magnésio (pode ocorrer paralisia muscular - Nifepino).
Sulfato de Magnésio;"Atracúrio/ Pancurônio/
Suxametônio";? efeito bloqueador neuromuscular;Grave;Não especificado;"Monitorar terapia. Monitorar Magnésio sérico. Pacientes de alto risco: comprometimento renal e administração
parenteral de magnésio."
Suxametônio;Ciclofosfamida;"Apnéia prolongada e sintomas de
insuficiência respiratória";Grave;Rápido;"Considerar o uso de um agente bloqueador
neuromuscular alternativo."
"Suxametônio/ Atracúrio/
Pancurônio/";Amicacina/ Gentamicina;? efeito depressor respiratório;Grave;Não especificado;Monitorar ocorrência de efeito depressor respiratório.
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
"Suxametônio/ Atracúrio/
Pancurônio/";Clindamicina;? efeito bloqueador neuromuscular;Moderada;Não especificado;Observar a ocorrência de bloqueio neuromuscular prolongado.
"Suxametônio/ Atracúrio/
Pancurônio/";Digoxina;? efeito arritmogênico da digoxina;Moderada;Não especificado;Monitorar ocorrência de arritmias cardíacas.
Teicoplanina;"Aminoglicosídios, anfotericina B, ciclosporina,
furosemida";"?  potencial nefrotóxico dessas drogas (minoglicosídios, anfotericina B, ciclosporina,
furosemida)";Não especificado;Não especificado;Monitorar função renal (uréia e creatinina).
Tetraciclina;Oligoelementos (magnésio, alumínio, cálcio, ferro e zinco);?absorção e efeitos terapêuticos da tetraciclina;Moderada;Não especificado;Administrar com pelo menos 3 horas (antes e depois) de intervalo entre os medicamentos. A doxiciclina pode ser uma alternativa adequada, uma vez que sua absorção pode não ser significativamente afetada pela co- administração de cátions.
Tramadol;Amitriptilina;"? efeito neuroexcitante e/ou de potencialização de crises
convulsivas do Tramadol";Grave;Não especificado;Considerar modificação na terapia.
Tramadol;Bromocriptina;"? risco de síndrome da serotonina.
Pelo menos três dos fatores: agitação, diaforese, diarréia, hiper- reflexia, incoordenação, mioclonia, tremores ou calafrios.";Grave;Rápido;Monitorar o paciente observando os sinais da síndrome da serotonina.
Tramadol;Linezolida;"? neurotoxicidade e/ou efeitos de potencialização de crises
convulsivas dos IMAO";Grave;Não especificado;Evitar uso concomitante.
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Tramadol;Fentanil;Risco de convulsão, depressão do SNC e depressão respiratória.;Grave;Não especificado;"Deve-se evitar o uso concomitante. Ajuste de dose do Tramadol é recomendada. Monitorar os pacientes quanto
aos efeitos clínicos."
Tramadol;Amantadina;"Risco de depressão do SNC e
depressão respiratória.";Grave;"Não
especificado";"Monitorar o paciente para aparecimento dos sinais
clínicos."
Tramadol;Morfina;Risco de convulsão, depressão do SNC e depressão respiratória.;Grave;Não especificado;"Deve-se evitar o uso concomitante. Ajuste de dose do Tramadol é recomendada. Monitorar os pacientes quanto
aos efeitos clínicos."
Tramadol;"Moxifloxacino/
Ciprofloxacino";"Risco de depressão do SNC e
depressão respiratória.";Grave;"Não
especificado";"Monitorar o paciente para aparecimento dos sinais
clínicos."
Tramadol;Lítio;Risco de convulsões;Grave;"Não
especificado";"Monitorar o paciente para aparecimento dos sinais
clínicos."
Tramadol;Ciclosporina;"Risco de depressão do SNC e
depressão respiratória.";Grave;"Não
especificado";"Monitorar o paciente para aparecimento dos sinais
clínicos."
Tramadol;Fluoxetina;Ocorrência de irritabilidade, alteração da consciência, confusão, ataxia, cólicas abdominais, hipertermia, tremores, dilatação das pupilas, sudorese, hipertensão arterial e taquicardia.;Grave;Não especificado;"Monitorar pressão arterial; Monitorar frequência cardíaca; Monitorar paciente para aparecimento dos sinais clínicos"
Vacinas  em geral;"Imunossupressores: Azatioprina, Ciclosporina, Betametasona, Dexametasona, Hidrocortisona, Metilprednisolona,
Metotrexato";"? efeitos adversos/tóxicos das Vacinas.
Podem ocorrer infecções vacinais.";Grave;Não especificado;Evitar combinação.
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Vancomicina;Amicacina/ Gentamicina;? nefrotoxicidade e ototoxicidade dos Aminoglicosídeos;Moderada;Não especificado;Monitorar terapia e ajustar as doses de Aminoglicosídeos se necessário.
Vancomicina;"AINESs (Diclofenaco; Ibuprofeno; Naproxeno)";? toxidade da Vancomicina;Moderada;Não especificado;"Monitorar terapia.
Interação prevalente em neonatos."
Varfarina;AAS;? risco hemorrágico;Grave;"Não
especificado";Monitorar evidências de sangramento.
Varfarina;"Amitriptilina/
Clomipramina";? risco hemorrágico;Moderada;"Não
especificado";"Monitorar tempo de protrombina (TAP); Monitorar
aumento das evidências de sangramento;"
Varfarina;Amiodarona;? efeitos hipoprotrombinêmicos (risco de sangramento);Grave;Demorado;"Monitorar o aumento dos efeitos terapêuticos da varfarina (anticoagulação). Monitorar tempo de
protrombina (TAP)."
Varfarina;Alopurinol;? efeitos hipoprotrombinêmicos (risco de sangramento);Grave;Demorado;"Monitorar o aumento dos efeitos terapêuticos da varfarina (anticoagulação). Monitorar tempo de
protrombina (TAP)."
Varfarina;AINEs: Diclofenaco/ Ibuprofeno/ Naproxeno;? risco hemorrágico;Moderada;Demorado;"Monitorar tempo de protrombina (TAP); Monitorar aumento das evidências de sangramento."
Varfarina;Azatioprina;? risco hemorrágico;Moderada;"Não
especificado";"Monitorar tempo de protrombina (TAP); Monitorar
diminuição dos efeitos terapêuticos da varfarina."
Varfarina;Ciprofloxacino;? risco hemorrágico;Moderada;"Não
especificado";"Monitorar tempo de protrombina (TAP); Monitorar
aumento das evidências de sangramento."
Varfarina;Cloranfenicol;? risco hemorrágico;Moderada;"Não
especificado";"Monitorar tempo de protrombina (TAP); Monitorar
aumento das evidências de sangramento."
Varfarina;Doxiciclina;? risco hemorrágico;Moderada;"Não
especificado";"Monitorar tempo de protrombina (TAP); Monitorar
aumento das evidências de sangramento."
Varfarina;Fenitoína;? risco hemorrágico;Moderada;"Não
especificado";"Monitorar tempo de protrombina (TAP); Monitorar
aumento das evidências de sangramento."
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Varfarina;Fluconazol;? risco hemorrágico;Moderada;"Não
especificado";"Monitorar tempo de protrombina (TAP); Monitorar
aumento das evidências de sangramento."
Varfarina;Glibenclamida;? risco hemorrágico;Moderada;"Não
especificado";"Monitorar tempo de protrombina (TAP); Monitorar
aumento das evidências de sangramento."
Varfarina;"Vitamina A/
Vitamina E";? risco hemorrágico;Moderada;Demorado;"Monitorar tempo de protrombina (TAP); Monitorar
aumento das evidências de sangramento."
Varfarina;Levotiroxina;? risco hemorrágico;"Não
especificado";"Não
especificado";"Monitorar tempo de protrombina (TAP); Monitorar
aumento das evidências de sangramento."
"REFERÊNCIAS BIBLIOGRÁFICAS:
1. BACHMANN, K. A. et al. Interações Medicamentosas. 2 ed. São Paulo: Manole, 2008.
2. Drugs Interaction Checker. Disponível em: <http://www.drugs.com/drug_interactions.php>. Acesso em: Junho de 2011.
3. Healthcare Series Micromedex, USA, 2010.
4.BERGAMASCHI.  Cristiane  de  Cássia  et  al.  Interações  medicamentosas:  analgésicos,  antiinflamatórios  e  antibióticos  (Parte  II).  Rev.  Cir.  Traumatol.  Buco-Maxilo-fac. Camaragibe: 2007, v.7, n.2, p. 9.
5.UFC  (Universidade  Federal  do  Ceará).  GRUPO  DE  PREVENÇÃO  AO  USO  INDEVIDO  DE  MEDICAMENTOS.  Manual  de  Interação  Medicamentosa  na  UTI  materna.  2008.";;;;;
"Disponível em: < http://www.gpuim.ufc.br/manuais/MANUAL%20UTI%20materna.pdf > Acesso em: abr.2011
6.IRAZUZTA, José; SULLIVAN, Kevin J.; GARCIA, Pedro Celiny R.  and  PIVA, Jefferson Pedro. Suporte farmacológico a lactentes e crianças com choque séptico. J. Pediatr. (Rio
J.) [online]. 2007, vol.83, n.2, suppl., pp. S36-S45. ISSN 0021-7557.";;;;;
